Player,Team,OwnershipTotal,OwnershipTop1000,OwnershipTop100,OwnershipTop10
Finnbar Maley,NTH,3.2,0.3,1,10
Sam Frost,HAW,1.59,0.2,0,0
Mason Wood,STK,0.64,0.2,0,0
Adam Saad,CAR,2.15,0.2,0,0
Reilly O'Brien,ADE,0.97,0.2,0,0
Griffin Logue,NTH,0.96,0.2,0,0
John Noble,GCS,2.35,0.2,0,0
Luke Davies-Uniacke,NTH,2.13,0.2,1,0
Joel Jeffrey,GCS,0.25,0.2,1,10
Xavier O'Halloran,GWS,3.68,0.2,0,0
Joe Richards,PTA,0.57,0.2,0,0
Luke Beecken,BRL,3.46,0.2,0,0
Tom Green,GWS,1.57,0.2,0,0
Isaiah Dudley,FRE,1.48,0.2,1,0
Jake Rogers,GCS,0.54,0.2,0,0
Thomas Edwards,ESS,0.58,0.2,0,0
Jayden Nguyen,ESS,5.78,0.2,0,0
Mattaes Phillipou,STK,2.37,0.2,0,0
Bodie Ryan,HAW,0.23,0.2,1,10
Steely Green,RIC,0.79,0.2,0,0
Robert Hansen Jr,NTH,1.07,0.2,0,0
Ted Clohesy,GEE,3.33,0.2,0,0
Caleb Mitchell,SYD,3,0.2,1,0
Alex Dodson ,STK,0.44,0.2,0,0
Charlie West,COL,0.49,0.2,0,0
Cooper Simpson,FRE,1.91,0.2,0,0
Billy Wilson,CAR,1.95,0.2,0,0
Josh Weddle,HAW,5.12,0.2,0,0
Aiden Riddle,FRE,0.24,0.2,0,0
Matt Whitlock,NTH,1.87,0.2,0,0
Wil Dawson,NTH,0.78,0.2,0,0
Tom Gross,WCE,0.54,0.2,0,0
Will Lorenz,PTA,1.02,0.2,0,0
Phoenix Gothard,GWS,0.39,0.2,0,0
Steven May,MEL,1.31,0.1,0,0
Dane Rampe,SYD,2.04,0.1,0,0
Lachlan Keeffe,GWS,4.25,0.1,0,0
Zac Williams,CAR,2.09,0.1,0,0
Sam Docherty,CAR,2.62,0.1,0,0
Jarman Impey,HAW,2.32,0.1,0,0
Alex Neal-Bullen,ADE,1.42,0.1,0,0
Touk Miller,GCS,0.64,0.1,1,0
Darcy Moore,COL,4.97,0.1,0,0
Oscar McDonald,FRE,0.55,0.1,0,0
Harry Himmelberg,GWS,2.31,0.1,1,0
Tom Cole,WCE,0.19,0.1,0,0
Ben Keays,ADE,0.93,0.1,0,0
Sam Powell-Pepper,PTA,2.96,0.1,0,0
Tom Atkins,GEE,0.24,0.1,0,0
Lewis Melican,SYD,2.03,0.1,0,0
Ryan Gardner,WBD,0.42,0.1,1,10
Josh Battle,HAW,2.12,0.1,0,0
Jack Henry,GEE,0.54,0.1,0,0
Brent Daniels,GWS,12.86,0.1,0,0
Zac Bailey,BRL,1.88,0.1,0,0
Aaron Naughton,WBD,0.61,0.1,0,0
Zach Guthrie,GEE,0.8,0.1,0,0
Ben Paton,SYD,2.08,0.1,0,0
Sam Draper,ESS,5.22,0.1,0,0
Keidean Coleman,BRL,4.6,0.1,0,0
Caleb Graham,GCS,1.25,0.1,0,0
Isaac Quaynor,COL,5.77,0.1,0,0
Tom McCartin,SYD,1.72,0.1,0,0
Liam Stocker,STK,0.17,0.1,0,0
Brandon Walker,FRE,0.47,0.1,0,0
Lachie Jones,PTA,1,0.1,0,0
James Blanck,HAW,0.87,0.1,0,0
Ben Jepson,GCS,3.8,0.1,0,0
Brandon Ryan,BRL,0.14,0.1,0,0
Samson Ryan,RIC,1.67,0.1,0,0
Oliver Henry,GEE,1.51,0.1,0,0
Jacob Blight,RIC,1.19,0.1,0,0
Sandy Brock,WCE,1.09,0.1,0,0
James Jordon,SYD,4.68,0.1,0,0
Kai Lohmann,BRL,2.39,0.1,0,0
Josh Rachele,ADE,0.88,0.1,0,0
Darcy Wilmot,BRL,0.61,0.1,1,10
Josh Sinn,PTA,1.1,0.1,0,0
Josh Ward,HAW,0.29,0.1,0,0
Thomas Sims ,RIC,2.71,0.1,1,0
Jakob Ryan,COL,0.37,0.1,0,0
Arthur Jones,WBD,1.38,0.1,0,0
Darcy Jones,GWS,1.57,0.1,0,0
Joshua Draper,FRE,1.49,0.1,0,0
Jai Culley,MEL,0.41,0.1,0,0
Oliver Wiltshire,GEE,0.65,0.1,0,0
Jai Newcombe,HAW,5.35,0.1,0,0
Toby Murray,ADE,0.78,0.1,0,0
Jacob Bauer,RIC,0.93,0.1,0,0
Lachlan McAndrew,ADE,0.56,0.1,0,0
Tyler Welsh,ADE,0.29,0.1,0,0
Hugh Davies,FRE,0.83,0.1,0,0
Jedd Busslinger,WBD,2.32,0.1,0,0
Tyrell Dewar,WCE,0.69,0.1,0,0
Nick Watson,HAW,4.3,0.1,0,0
Caiden Cleary,SYD,0.67,0.1,0,0
Reece Torrent,BRL,0.42,0.1,0,0
Mitchell Edwards,GEE,0.46,0.1,0,0
Oisin Mullin,GEE,0.54,0.1,0,0
Jacob Molier,GEE,0.16,0.1,0,0
Indhi Kirk,SYD,0.33,0.1,0,0
Riak Andrew,SYD,0.55,0.1,0,0
Harry DeMattia,COL,0.53,0.1,1,0
Max Knobel,GCS,0.35,0.1,0,0
Lachlan Smith,WBD,0.86,0.1,0,0
Geordie Payne,NTH,0.56,0.1,0,0
Nate Caddy,ESS,1.61,0.1,0,0
Kynan Brown,MEL,0.55,0.1,0,0
Matthew Carroll,CAR,0.81,0.1,0,0
Max Ramsden,HAW,0.37,0.1,0,0
Vigo Visentini,ESS,0.47,0.1,0,0
Oliver Hannaford,GWS,2.2,0.1,0,0
Harry Charleson,CAR,0.31,0.1,0,0
Jagga Smith ,CAR,3.98,0.1,0,0
Sam Marshall,BRL,0.54,0.1,0,0
Cody Anderson,HAW,1.06,0.1,0,0
Josaia Delana,GWS,0.46,0.1,0,0
Malakai Champion,WCE,0.28,0.1,0,0
Kayle Gerreyn ,ESS,6.63,0.1,0,0
Leonardo Lombard,GCS,1.14,0.1,0,0
Lachlan Gulbin ,GCS,0.06,0.1,0,0
Ryan Maric,WCE,0.96,0.1,0,0
Taylor Goad,NTH,0.49,0.1,0,0
Taj Hotton,RIC,1.2,0.1,0,0
Cooper Lord,CAR,1.08,0.1,0,0
Lennox Hoffman,GEE,0.1,0.1,0,0
Zane Zakostelsky,BRL,1,0.1,0,0
Ty Gallop,BRL,0.48,0.1,0,0
Campbell Gray,RIC,0.57,0.1,1,0
Zak Evans,GCS,0.13,0.1,0,0
Jaime Uhr-Henry,HAW,0.79,0.1,0,0
Eamonn Armstrong,STK,0.53,0.1,1,0
Josh Lai,PTA,0.39,0.1,0,0
Travis Boak,PTA,0.21,0,0,0
Scott Pendlebury,COL,2.13,0,0,0
Patrick Dangerfield,GEE,0.72,0,0,0
Todd Goldstein,ESS,0.54,0,0,0
Callan Ward,GWS,0.95,0,0,0
Rhys Stanley,GEE,0.75,0,0,0
Taylor Walker,ADE,0.52,0,0,0
Luke Breust,HAW,0.61,0,0,0
Jake Melksham,MEL,0.1,0,0,0
Steele Sidebottom,COL,1.21,0,0,0
Michael Walters,FRE,0.36,0,0,0
Mitch Duncan,GEE,0.26,0,0,0
Liam Jones,WBD,0.24,0,0,0
Taylor Duryea,WBD,0.13,0,0,0
Tom Campbell,MEL,2.54,0,0,0
Cameron Guthrie,GEE,0.2,0,0,0
Dion Prestia,RIC,0.15,0,0,0
Jimmy Webster,STK,0.12,0,0,0
Jamie Cripps,WCE,0.21,0,0,0
David Swallow,GCS,0.57,0,0,0
Jack Darling,NTH,0.51,0,0,0
Jeremy Howe,COL,1.6,0,0,0
Jack Gunston,HAW,0.18,0,0,0
Tom McDonald,MEL,0.1,0,0,0
Ryan Lester,BRL,0.26,0,0,0
Nat Fyfe,FRE,0.57,0,0,0
Will Hoskin-Elliott,COL,0.62,0,0,0
Brodie Smith,ADE,0.11,0,0,0
Sam Day,BRL,0.16,0,0,0
Taylor Adams,SYD,2.36,0,0,0
Adam Treloar,WBD,1.24,0,0,0
Robbie Fox,SYD,0.15,0,0,0
Brody Mihocek,COL,0.85,0,0,0
Tom Mitchell,COL,0.1,0,0,0
Jack Viney,MEL,0.31,0,0,0
Stephen Coniglio,GWS,1.84,0,0,0
Harry Cunningham,SYD,0.1,0,0,0
Elliot Yeo,WCE,0.21,0,0,0
Lachie Neale,BRL,4.71,0,0,0
Lincoln McCarthy,BRL,0.17,0,0,0
Jamie Elliott,COL,2.14,0,0,0
Tom Lynch,RIC,2.31,0,0,0
Jack Crisp,COL,2.38,0,0,0
Jed Bews,GEE,0.38,0,0,0
Jake Stringer,GWS,0.4,0,0,0
Brodie Grundy,SYD,4.35,0,0,0
Sean Lemmens,GCS,0.19,0,0,0
Jason Johannisen,WBD,0.11,0,0,0
Ollie Wines,PTA,0.27,0,0,0
Aliir Aliir,PTA,2.32,0,0,0
Rory Atkins,PTA,0.08,0,0,0
Aidan Corr,NTH,0.18,0,0,0
Tim Membrey,COL,1.3,0,0,0
Jaeger O'Meara,FRE,0.58,0,0,0
Alex Sexton,GCS,0.24,0,0,0
Nick Vlastuin,RIC,0.78,0,0,0
Jeremy McGovern,WCE,1.16,0,0,0
James Aish,FRE,0.23,0,0,0
Nathan Broad,RIC,0.44,0,0,0
Joel Hamling,SYD,0.39,0,0,0
Jake Lloyd,SYD,4.34,0,0,0
Toby Greene,GWS,4.78,0,0,0
Sam Collins,GCS,0.35,0,0,0
Bradley Hill,STK,1.05,0,0,0
Tim Kelly,WCE,0.6,0,0,0
Jack Martin,GEE,0.25,0,0,0
Willie Rioli,PTA,0.82,0,0,0
Darcy Gardiner,BRL,0.1,0,0,0
Jake Kolodjashnij,GEE,0.14,0,0,0
Blake Acres,CAR,0.61,0,0,0
Dom Sheed,WCE,0.06,0,0,0
Jesse Hogan,GWS,1.48,0,0,0
Orazio Fantasia,CAR,0.53,0,0,0
Jack Billings,MEL,0.32,0,0,0
Luke McDonald,NTH,0.16,0,0,0
Callum Wilkie,STK,0.56,0,0,0
Mark Blicavs,GEE,0.4,0,0,0
Mitch McGovern,CAR,0.64,0,0,0
Marcus Bontempelli,WBD,3.27,0,0,0
Matt Crouch,ADE,0.31,0,0,0
Nick Holman,GCS,0.46,0,0,0
James Harmes,WBD,0.52,0,0,0
Nic Newman,CAR,0.4,0,0,0
Darcy Fort,BRL,0.98,0,0,0
Ed Langdon,MEL,0.22,0,0,0
Liam Duggan,WCE,0.9,0,0,0
Jayden Laverde,ESS,0.12,0,0,0
Jake Lever,MEL,0.84,0,0,0
Peter Wright,ESS,0.14,0,0,0
Marc Pittonet,CAR,0.24,0,0,0
Oleg Markov,COL,0.2,0,0,0
Alex Pearce,FRE,1.14,0,0,0
Jade Gresham,ESS,0.26,0,0,0
Callum Ah Chee,BRL,0.65,0,0,0
Shane McAdam,MEL,0.03,0,0,0
Lachie Weller,GCS,0.26,0,0,0
Kyle Langford,ESS,0.76,0,0,0
Tom Barrass,HAW,4.99,0,0,0
Charlie Cameron,BRL,1.48,0,0,0
Rory Lobb,WBD,0.96,0,0,0
Aaron Francis,SYD,0.13,0,0,0
Billy Frampton,COL,0.9,0,0,0
Darcy Byrne-Jones,PTA,0.35,0,0,0
Zaine Cordy,STK,0.54,0,0,0
Zak Jones,STK,0.28,0,0,0
Brayden Maynard,COL,2.44,0,0,0
Anthony Scott,WBD,0.36,0,0,0
Sam Switkowski,FRE,0.17,0,0,0
Ryan Burton,PTA,0.28,0,0,0
Bailey Williams,WBD,0.09,0,0,0
Dan Butler,STK,0.2,0,0,0
Rowan Marshall,STK,14.56,0,0,0
Dougal Howard,STK,0.07,0,0,0
Blake Hardwick,HAW,1.28,0,0,0
Brayden Fiorini,GCS,0.04,0,0,0
Darcy Tucker,NTH,0.29,0,0,0
Darcy Parish,ESS,0.17,0,0,0
Jacob Weitering,CAR,1.98,0,0,0
Shaun Mannagh,GEE,0.23,0,0,0
Jacob Hopper,RIC,0.57,0,0,0
Callum Mills,SYD,2.41,0,0,0
Ben Long,GCS,0.06,0,0,0
Eric Hipwood,BRL,0.42,0,0,0
Shai Bolton,FRE,3.82,0,0,0
Mabior Chol,HAW,1.62,0,0,0
Jordan De Goey,COL,0.4,0,0,0
Jayden Hunt,WCE,0.83,0,0,0
Harris Andrews,BRL,1.68,0,0,0
Matt Guelfi,ESS,0.12,0,0,0
Jake Waterman,WCE,2.21,0,0,0
Marty Hore,MEL,0.07,0,0,0
Charlie Curnow,CAR,2.3,0,0,0
Tom Papley,SYD,2.75,0,0,0
Brennan Cox,FRE,0.27,0,0,0
Mason Redman,ESS,0.58,0,0,0
Will Hayward,SYD,1.39,0,0,0
Peter Ladhams,SYD,0.35,0,0,0
Tyson Stengle,GEE,1.3,0,0,0
Lewis Young,CAR,0.17,0,0,0
Conor McKenna,BRL,0.14,0,0,0
Ash Johnson,COL,0.14,0,0,0
Oliver Florent,SYD,1.51,0,0,0
Jack Scrimshaw,HAW,2.24,0,0,0
Will Brodie,FRE,0.33,0,0,0
Ben Ainsworth,GCS,0.19,0,0,0
Jarrod Berry,BRL,0.37,0,0,0
Sean Darcy,FRE,0.78,0,0,0
Bailey Banfield,FRE,0.19,0,0,0
Will Setterfield,ESS,0.21,0,0,0
Jack Bowes,GEE,0.25,0,0,0
Changkuoth Jiath,HAW,1.14,0,0,0
Lachlan Sullivan,COL,0.99,0,0,0
Cameron Zurhaar,NTH,0.53,0,0,0
Ivan Soldo,PTA,0.33,0,0,0
Mason Cox,COL,1.41,0,0,0
Buku Khamis,WBD,0.48,0,0,0
Michael Frederick,FRE,0.8,0,0,0
Brad Close,GEE,0.37,0,0,0
Darcy Fogarty,ADE,0.59,0,0,0
Tom Sparrow,MEL,0.26,0,0,0
Jy Farrar,GCS,0.39,0,0,0
Quinton Narkle,FRE,0.23,0,0,0
Zac Fisher,NTH,0.31,0,0,0
Callum Coleman-Jones,NTH,0.07,0,0,0
Chris Burgess,ADE,0.04,0,0,0
Lachie Schultz,COL,0.93,0,0,0
Lachlan Bramble,WBD,0.13,0,0,0
Mitch Lewis,HAW,0.06,0,0,0
Tom Doedee,BRL,0.89,0,0,0
Harry McKay,CAR,2.02,0,0,0
Harry Morrison,HAW,1.14,0,0,0
Willem Drew,PTA,0.3,0,0,0
Hugh McCluggage,BRL,0.75,0,0,0
Lachlan Murphy,ADE,0.05,0,0,0
Nick Larkey,NTH,1.49,0,0,0
Ned Reeves,HAW,0.55,0,0,0
Jordan Ridley,ESS,0.85,0,0,0
Bayley Fritsch,MEL,0.69,0,0,0
Toby Pink,NTH,0.14,0,0,0
Ben McKay,ESS,0.63,0,0,0
Esava Ratugolea,PTA,0.47,0,0,0
James Worpel,HAW,1.86,0,0,0
Jack Higgins,STK,0.3,0,0,0
Lachie Fogarty,CAR,0.5,0,0,0
Cam Rayner,BRL,1.96,0,0,0
Noah Balta,RIC,0.34,0,0,0
Paddy Dow,STK,0.09,0,0,0
Hunter Clark,STK,0.07,0,0,0
Charlie Spargo,MEL,0.48,0,0,0
Jack Payne,BRL,0.3,0,0,0
Brandon Starcevich,BRL,1.43,0,0,0
Ben Miller,RIC,0.27,0,0,0
Jordan Boyd,CAR,0.08,0,0,0
Paul Curtis,NTH,0.22,0,0,0
Hayden McLean,SYD,0.07,0,0,0
Darragh Joyce,BRL,0.07,0,0,0
Brandon Zerk-Thatcher,PTA,0.32,0,0,0
Jack Lukosius,PTA,0.87,0,0,0
Liam Ryan,WCE,0.29,0,0,0
Oscar Allen,WCE,0.85,0,0,0
Jacob Wehr,GWS,0.63,0,0,0
Beau McCreery,COL,1.05,0,0,0
Jed McEntee,PTA,0.24,0,0,0
Dylan Stephens,NTH,0.19,0,0,0
Mitchell Hinge,ADE,0.59,0,0,0
Jordon Butts,ADE,0.25,0,0,0
Todd Marshall,PTA,0.12,0,0,0
Laitham Vandermeer,WBD,0.19,0,0,0
Noah Answerth,BRL,0.42,0,0,0
Massimo D'Ambrosio,HAW,4.93,0,0,0
Elliott Himmelberg,GCS,0.09,0,0,0
Jackson Mead,PTA,0.39,0,0,0
Kade Chandler,MEL,0.12,0,0,0
Oscar McInerney,BRL,1.42,0,0,0
Nick Coffield,WBD,0.17,0,0,0
Malcolm Rosas,GCS,0.1,0,0,0
Liam Henry,STK,0.15,0,0,0
Jacob Koschitzke,RIC,0.05,0,0,0
Bailey Scott,NTH,0.13,0,0,0
Xavier Duursma,ESS,0.32,0,0,0
Thomas Berry,GCS,0.03,0,0,0
Bailey J. Williams,WCE,0.68,0,0,0
Zak Butters,PTA,1.79,0,0,0
James Rowbottom,SYD,2.3,0,0,0
Rhylee West,WBD,0.11,0,0,0
Lachlan Sholl,ADE,0.11,0,0,0
Max King,STK,0.26,0,0,0
Ben King,GCS,0.54,0,0,0
Bobby Hill,COL,5.06,0,0,0
Chayce Jones,ADE,0.09,0,0,0
Riley Garcia,WBD,0.16,0,0,0
Jack Petruccelle,WCE,0.12,0,0,0
Harry Sharp,MEL,0.39,0,0,0
Mark O'Connor,GEE,0.67,0,0,0
Conor Nash,HAW,0.96,0,0,0
Brynn Teakle,NTH,0.09,0,0,0
Wil Powell,GCS,0.41,0,0,0
Connor Idun,GWS,1.36,0,0,0
Joel Amartey,SYD,2.44,0,0,0
Jake Riccardi,GWS,0.08,0,0,0
Toby Bedford,GWS,6.83,0,0,0
Matthew Cottrell,CAR,1.46,0,0,0
Nick Murray,ADE,0.56,0,0,0
Kieren Briggs,GWS,1.9,0,0,0
Connor Budarick,GCS,0.06,0,0,0
Rhyan Mansell,RIC,0.51,0,0,0
Corey Durdin,CAR,0.24,0,0,0
Kysaiah Pickett,MEL,1,0,0,0
Harry Schoenberg,ADE,0.04,0,0,0
Leek Aleer,GWS,1.34,0,0,0
Mykelti Lefau,RIC,0.19,0,0,0
Kieran Strachan,ADE,0.31,0,0,0
Oskar Baker,WBD,0.17,0,0,0
Charlie Ballard,GCS,0.28,0,0,0
Harrison Petty,MEL,0.1,0,0,0
Lachlan McNeil,WBD,0.1,0,0,0
James Borlase,ADE,0.09,0,0,0
Dylan Williams,PTA,0.04,0,0,0
Charlie Dean,COL,0.08,0,0,0
Thomson Dow,RIC,0.41,0,0,0
Brodie Kemp,CAR,0.54,0,0,0
Hayden Young,FRE,0.68,0,0,0
Sam Flanders,GCS,3.91,0,0,0
Jamarra Ugle-Hagan,WBD,0.51,0,0,0
Bruce Reville,BRL,0.29,0,0,0
Jeremy Sharp,FRE,0.51,0,0,0
Deven Robertson,BRL,1.84,0,0,0
Jack Buller,SYD,0.73,0,0,0
Finn Maginness,HAW,3.65,0,0,0
Maurice Rioli,RIC,0.54,0,0,0
Jack Buckley,GWS,0.94,0,0,0
Mitch Georgiades,PTA,0.75,0,0,0
Sam Butler,HAW,0.1,0,0,0
Callum Jamieson,WCE,0.18,0,0,0
Harry Edwards,WCE,0.64,0,0,0
Caleb Poulter,WBD,0.26,0,0,0
Harrison Jones,ESS,0.52,0,0,0
Cody Weightman,WBD,0.3,0,0,0
Justin McInerney,SYD,0.96,0,0,0
Hugo Ralphsmith,RIC,0.36,0,0,0
Ryan Byrnes,STK,0.1,0,0,0
