Player,Team,OwnershipTotal,OwnershipTop1000,OwnershipTop100,OwnershipTop10
Archer Day-Wicks,ESS,7.02981,4.3,5,0
Liam Reidy,FRE,8.96814,4.3,6,0
Luke Jackson,FRE,14.905,4.2,1,10
Harry Armstrong,RIC,5.65465,4.1,4,0
Aidan Johnson,MEL,2.54344,4,5,10
James Peatling,ADE,7.74584,3.9,8,0
Ricky Mentha,MEL,6.50055,3.8,4,0
Toby Nankervis,RIC,2.59114,3.8,7,0
Jy Simpkin,NTH,3.4652,3.4,6,0
Liam O'Connell,STK,3.03076,3.2,5,0
Luke Davies-Uniacke,NTH,5.94371,3.1,3,0
Tobie Travaglia,STK,14.4952,3,2,0
Bailey Dale,WBD,0.992437,3,4,0
Jack Sinclair,STK,7.57919,2.6,3,10
Bailey Humphrey,GCS,1.5987,2.4,2,0
Sam Taylor,GWS,5.66097,2.4,0,0
Aiden Riddle,FRE,1.81535,2.2,1,0
Liam Baker,WCE,3.38704,2.2,1,0
Thomas Sims,RIC,7.10165,2.1,2,10
Wayne Milera,ADE,4.10077,2,0,0
Lloyd Meek,HAW,8.84286,2,0,0
Oliver Hollands,CAR,1.99694,1.8,4,10
Josh Dolan,WBD,2.14808,1.8,3,0
Cody Angove,GWS,3.11753,1.7,0,0
Ben Jepson,GCS,2.20784,1.7,3,0
Thomas Edwards,ESS,2.16417,1.7,1,10
Josh Sinn,PTA,2.98363,1.6,0,0
Corey Warner,SYD,2.76814,1.6,0,0
Jake Soligo,ADE,1.77397,1.5,2,0
Matt Whitlock,NTH,5.29319,1.5,2,0
Tom Hanily,SYD,3.69621,1.5,1,10
Luke Cleary,WBD,3.84965,1.5,0,0
Harry Charleson,CAR,3.61001,1.4,3,0
Jack Silvagni,CAR,1.15449,1.4,3,10
Zach Merrett,ESS,8.76586,1.4,0,0
Lachie Ash,GWS,3.15776,1.4,1,0
Daniel Rioli,GCS,3.15776,1.3,2,0
Joe Pike,GEE,1.07346,1.3,2,0
Isaac Heeney,SYD,7.08441,1.3,2,0
Daniel Curtin,ADE,6.2523,1.2,0,0
Lachie Weller,GCS,0.689017,1.2,1,0
Jack Ross,RIC,0.486162,1.2,3,10
Coen Livingstone,WCE,0.468922,1.2,2,0
Jarrod Witts,GCS,1.47055,1.1,2,0
Colby McKercher,NTH,5.53397,1.1,0,0
Jedd Busslinger,WBD,2.55494,1.1,2,10
Malakai Champion,WCE,1.89063,1.1,2,0
Jayden Nguyen,ESS,2.16934,1,3,0
Lawson Humphries,GEE,1.37918,1,1,0
Matthew Kennedy,WBD,1.25161,1,0,0
Nic Martin,ESS,5.98968,0.9,2,0
Zak Evans,GCS,1.9774,0.9,1,0
Lachlan Gulbin,GCS,1.03669,0.9,4,10
Max Gruzewski,GWS,3.26349,0.9,1,0
Sam Darcy,WBD,6.72927,0.9,1,0
Jack Graham,WCE,1.18667,0.9,3,20
Sam Draper,ESS,3.79965,0.8,1,0
Tom Powell,NTH,1.25046,0.8,2,0
Rory Laird,ADE,0.622357,0.7,0,0
Lachie Neale,BRL,29.7536,0.7,0,0
Harry McKay,CAR,1.89006,0.7,4,0
Charlie West,COL,0.903365,0.7,1,0
Ben Hobbs,ESS,1.74179,0.7,1,10
Corey Wagner,FRE,0.761999,0.7,1,0
Tom Green,GWS,1.29126,0.7,1,0
Jaime Uhr-Henry,HAW,1.23897,0.7,2,10
Nick Blakey,SYD,2.64746,0.7,0,0
Tom Gross,WCE,0.556271,0.7,1,0
Adam Saad,CAR,1.92339,0.6,0,0
Sam Walsh,CAR,2.28542,0.6,0,0
Patrick Lipinski,COL,2.63194,0.6,0,0
Asher Eastham,GCS,1.33723,0.6,2,0
John Noble,GCS,1.23092,0.6,1,0
Karl Amon,HAW,0.995885,0.6,1,0
Jake Bowey,MEL,0.417778,0.6,4,20
Miles Bergman,PTA,1.78604,0.6,0,0
Kamdyn McIntosh,RIC,1.86305,0.6,1,10
Sam Wicks,SYD,0.961981,0.6,2,0
Jeremy McGovern,WCE,1.66479,0.6,1,0
Isaac Cumming,ADE,2.81813,0.5,0,0
Dylan Shiel,ESS,0.755678,0.5,1,0
Touk Miller,GCS,0.762574,0.5,0,0
Jeremy Cameron,GEE,5.20182,0.5,2,10
Jack Martin,GEE,2.27163,0.5,1,0
Toby Greene,GWS,1.87397,0.5,1,0
Dylan Moore,HAW,8.59116,0.5,2,0
Jacob Konstanty,NTH,1.52457,0.5,1,0
Finnbar Maley,NTH,0.432719,0.5,0,0
Tom Cochrane,PTA,1.77742,0.5,1,0
Tim English,WBD,6.37355,0.5,0,0
Josh Rachele,ADE,0.613737,0.4,1,10
Riley Thilthorpe,ADE,1.22058,0.4,0,0
Deven Robertson,BRL,4.3835,0.4,0,0
Edward Allan,COL,2.83824,0.4,0,0
Darcy Cameron,COL,7.73262,0.4,2,0
Josh Daicos,COL,2.05958,0.4,1,0
Cam Mackenzie,HAW,1.82799,0.4,0,0
Trent Rivers,MEL,2.84169,0.4,0,0
Kane Farrell,PTA,0.489035,0.4,0,0
Alex Dodson,STK,0.332153,0.4,2,0
Jack Steele,STK,1.15507,0.4,0,0
Josh Lai,PTA,1.11312,0.4,1,0
Ben Camporeale,CAR,0.743035,0.3,0,0
Jesse Motlop,CAR,1.65904,0.3,0,0
Jye Caldwell,ESS,0.332153,0.3,2,0
Archie Roberts,ESS,2.01935,0.3,2,0
Shai Bolton,FRE,5.14033,0.3,0,0
Karl Worner,FRE,0.769469,0.3,0,0
Brent Daniels,GWS,2.82273,0.3,0,0
Oliver Hannaford,GWS,0.549949,0.3,2,10
Josh Kelly,GWS,0.968876,0.3,0,0
Benny Barrett,PTA,1.01083,0.3,3,10
Jordon Sweet,PTA,1.35735,0.3,2,0
Rowan Marshall,STK,2.29059,0.3,1,0
Arie Schoenmaker,STK,0.798777,0.3,0,0
Darcy Wilson,STK,1.58319,0.3,1,0
Reuben Ginbey,WCE,0.656836,0.3,1,10
Matthew Carroll,CAR,1.86477,0.3,0,0
Sandy Brock,WCE,1.18495,0.3,1,0
Isaiah Dudley,FRE,0.922329,0.3,0,0
Josh Worrell,ADE,0.235036,0.2,0,0
Matt Duffy,CAR,0.699361,0.2,2,0
Nick Haynes,CAR,1.24184,0.2,1,0
Nate Caddy,ESS,2.92617,0.2,2,0
Sam Durham,ESS,1.35677,0.2,1,0
Luke Ryan,FRE,7.67975,0.2,0,0
Cooper Bell,GCS,0.288479,0.2,1,0
Sam Flanders,GCS,2.93594,0.2,0,0
Ben King,GCS,0.956234,0.2,1,0
Wil Powell,GCS,0.740736,0.2,1,0
Ethan Read,GCS,0.448235,0.2,0,0
Jake Rogers,GCS,0.507999,0.2,0,0
Zach Guthrie,GEE,0.631551,0.2,0,0
Xavier Ivisic,GEE,0.697637,0.2,1,0
Gryan Miers,GEE,1.45044,0.2,0,0
Patrick Retschko,GEE,0.958533,0.2,0,0
Lachlan Keeffe,GWS,2.31818,0.2,1,0
Matt Hill,HAW,0.803949,0.2,0,0
Conor Nash,HAW,0.332153,0.2,0,0
Josh Weddle,HAW,2.25841,0.2,0,0
Jake Lever,MEL,0.784411,0.2,0,0
Christian Salem,MEL,0.486737,0.2,2,10
Taj Woewodin,MEL,1.54986,0.2,0,0
Nick Larkey,NTH,1.55503,0.2,0,0
Griffin Logue,NTH,1.23265,0.2,0,0
Jase Burgoyne,PTA,0.425823,0.2,0,0
Logan Evans,PTA,1.06829,0.2,0,0
Jacob Blight,RIC,1.77512,0.2,0,0
Tom Brown,RIC,0.690166,0.2,0,0
Jacob Hopper,RIC,0.432144,0.2,1,10
Josh Smillie,RIC,3.78988,0.2,1,0
Kaleb Smith,RIC,2.28715,0.2,0,0
James Trezise,RIC,0.412031,0.2,0,0
Nick Vlastuin,RIC,0.586153,0.2,1,0
Joel Hamling,SYD,0.381574,0.2,0,0
Tom McCartin,SYD,0.517194,0.2,1,0
Chad Warner,SYD,4.30133,0.2,0,0
Jack Hutchinson,WCE,0.955085,0.2,0,0
Will White,CAR,1.07749,0.2,0,0
Charlie Edwards,ADE,0.603967,0.1,0,0
Mitchell Hinge,ADE,0.306294,0.1,0,0
Ben Keays,ADE,0.874058,0.1,1,0
Lachlan Sholl,ADE,0.115507,0.1,0,0
Taylor Walker,ADE,0.336176,0.1,0,0
Tyler Welsh,ADE,0.351117,0.1,0,0
Noah Answerth,BRL,0.397665,0.1,0,0
Darcy Fort,BRL,2.49402,0.1,0,0
Ty Gallop,BRL,0.576384,0.1,0,0
Hugh McCluggage,BRL,0.624081,0.1,0,0
Oscar McInerney,BRL,1.15564,0.1,0,0
Blake Acres,CAR,0.443063,0.1,0,0
Jaxon Binns,CAR,0.625805,0.1,0,0
Lachlan Cowan,CAR,0.621782,0.1,0,0
Cooper Lord,CAR,1.41366,0.1,0,0
Ashton Moir,CAR,0.982094,0.1,0,0
Jacob Weitering,CAR,1.53951,0.1,0,0
Jack Crisp,COL,0.447085,0.1,1,0
Ned Long,COL,0.65109,0.1,0,0
Nick Bryan,ESS,1.69869,0.1,0,0
Angus Clarke,ESS,0.231588,0.1,0,0
Jade Gresham,ESS,0.26147,0.1,1,0
Harrison Jones,ESS,0.413755,0.1,0,0
Joshua Draper,FRE,0.701085,0.1,0,0
Oscar McDonald,FRE,0.313764,0.1,0,0
Jeremy Sharp,FRE,0.520642,0.1,0,0
Mac Andrew,GCS,0.771768,0.1,0,0
Leonardo Lombard,GCS,0.617185,0.1,0,0
Bodhi Uwland,GCS,0.334452,0.1,0,0
Mark Blicavs,GEE,0.527538,0.1,0,0
Cillian Burke,GEE,0.637872,0.1,0,0
Ted Clohesy,GEE,0.799926,0.1,0,0
Oliver Dempsey,GEE,0.654537,0.1,1,0
Mitchell Edwards,GEE,0.148262,0.1,0,0
Shannon Neale,GEE,0.467198,0.1,0,0
Josaia Delana,GWS,1.18897,0.1,0,0
Jack Ough,GWS,0.155733,0.1,0,0
Cody Anderson,HAW,0.433868,0.1,1,0
Blake Hardwick,HAW,0.418927,0.1,0,0
Henry Hustwaite,HAW,1.01772,0.1,0,0
Jai Newcombe,HAW,1.6056,0.1,0,0
Jack Scrimshaw,HAW,0.675225,0.1,0,0
Jed Adams,MEL,0.132746,0.1,0,0
Matthew Jefferson,MEL,0.299972,0.1,0,0
Harry Sharp,MEL,1.1884,0.1,0,0
Miller Bergman,NTH,0.222393,0.1,0,0
Jack Darling,NTH,0.601669,0.1,0,0
Robert Hansen Jr,NTH,0.509149,0.1,0,0
Bailey Scott,NTH,0.251126,0.1,1,0
River Stevens,NTH,0.364334,0.1,0,0
Travis Boak,PTA,0.120679,0.1,0,0
Lachlan Charleson,PTA,0.118955,0.1,0,0
Christian Moraes,PTA,0.764298,0.1,0,0
Jacob Moss,PTA,0.535583,0.1,0,0
Ollie Wines,PTA,0.289629,0.1,0,0
Sam Banks,RIC,0.324683,0.1,0,0
Steely Green,RIC,0.305719,0.1,0,0
Ben Miller,RIC,0.392493,0.1,0,0
Samson Ryan,RIC,1.29931,0.1,0,0
Tim Taranto,RIC,0.890148,0.1,0,0
Max Heath,STK,1.03151,0.1,0,0
Patrick Said,STK,0.265493,0.1,0,0
Marcus Windhager,STK,0.245954,0.1,1,0
Joel Amartey,SYD,1.23322,0.1,0,0
Braeden Campbell,SYD,1.15507,0.1,0,0
James Jordon,SYD,0.82004,0.1,0,0
Peter Ladhams,SYD,0.324683,0.1,0,0
Blake Leidler,SYD,0.694764,0.1,0,0
Callum Mills,SYD,2.31013,0.1,0,0
Taylor Duryea,WBD,0.841302,0.1,1,0
Cooper Hynes,WBD,0.389045,0.1,0,0
Luke Kennedy,WBD,0.39709,0.1,0,0
James O'Donnell,WBD,0.539031,0.1,0,0
Lachlan Smith,WBD,0.197683,0.1,0,0
Laitham Vandermeer,WBD,0.40571,0.1,0,0
Hamish Davis,WCE,0.419502,0.1,0,0
Harley Reid,WCE,6.5948,0.1,0,0
Jobe Shanahan,WCE,0.443637,0.1,0,0
Sam Berry,ADE,0.341923,0,0,0
Hugh Bond,ADE,0.179869,0,0,0
James Borlase,ADE,0.055742,0,0,0
Chris Burgess,ADE,0.055742,0,0,0
Jordon Butts,ADE,0.313764,0,0,0
Brayden Cook,ADE,0.0471221,0,0,0
Matt Crouch,ADE,0.279859,0,0,0
Billy Dowling,ADE,0.139642,0,0,0
Darcy Fogarty,ADE,0.59075,0,0,0
Karl Gallagher,ADE,0.112633,0,0,0
Chayce Jones,ADE,0.082751,0,0,0
Mark Keane,ADE,0.111484,0,0,0
Max Michalanney,ADE,0.288479,0,0,0
Lachlan Murphy,ADE,0.106312,0,0,0
Nick Murray,ADE,0.61661,0,0,0
Toby Murray,ADE,0.112633,0,0,0
Luke Nankervis,ADE,0.225267,0,0,0
Alex Neal-Bullen,ADE,1.58089,0,0,0
Reilly O'Brien,ADE,0.555696,0,0,0
Luke Pedlar,ADE,0.266067,0,0,0
Oscar Ryan,ADE,0.157457,0,0,0
Harry Schoenberg,ADE,0.135045,0,0,0
Brodie Smith,ADE,0.0959682,0,0,0
Kieran Strachan,ADE,0.16033,0,0,0
Zac Taylor,ADE,0.755103,0,0,0
Callum Ah Chee,BRL,0.45628,0,0,0
Harris Andrews,BRL,1.1022,0,0,0
Zac Bailey,BRL,1.45906,0,0,0
Luke Beecken,BRL,0.115507,0,0,0
Jarrod Berry,BRL,0.297099,0,0,0
Shadeau Brain,BRL,0.199407,0,0,0
Charlie Cameron,BRL,1.32114,0,0,0
Keidean Coleman,BRL,2.28312,0,0,0
Darcy Craven,BRL,0.0637872,0,0,0
Sam Day,BRL,0.159755,0,0,0
Tom Doedee,BRL,0.226416,0,0,0
Jaspa Fletcher,BRL,0.670053,0,0,0
Darcy Gardiner,BRL,0.0666605,0,0,0
Eric Hipwood,BRL,0.363185,0,0,0
Darragh Joyce,BRL,0.0999908,0,0,0
Ryan Lester,BRL,0.370081,0,0,0
Luke Lloyd,BRL,0.0568913,0,0,0
Kai Lohmann,BRL,3.19511,0,0,0
Sam Marshall,BRL,0.587302,0,0,0
Lincoln McCarthy,BRL,0.082751,0,0,0
Conor McKenna,BRL,0.275837,0,0,0
Will McLachlan,BRL,0.084475,0,0,0
Logan Morris,BRL,0.452257,0,0,0
Jack Payne,BRL,0.280434,0,0,0
Cam Rayner,BRL,1.30965,0,0,0
Bruce Reville,BRL,0.120679,0,0,0
Brandon Ryan,BRL,0.128149,0,0,0
Henry Smith,BRL,0.120104,0,0,0
Brandon Starcevich,BRL,0.747632,0,0,0
Reece Torrent,BRL,0.146538,0,0,0
James Tunstill,BRL,0.697637,0,0,0
Darcy Wilmot,BRL,0.436741,0,0,0
Zane Zakostelsky,BRL,0.389045,0,0,0
Jordan Boyd,CAR,0.248253,0,0,0
Alex Cincotta,CAR,0.224692,0,0,0
Matthew Cottrell,CAR,0.905664,0,0,0
Charlie Curnow,CAR,1.06427,0,0,0
Sam Docherty,CAR,0.606841,0,0,0
Corey Durdin,CAR,0.0678099,0,0,0
Orazio Fantasia,CAR,0.426398,0,0,0
Lachie Fogarty,CAR,0.125276,0,0,0
George Hewett,CAR,0.249977,0,0,0
Elijah Hollands,CAR,0.186764,0,0,0
Brodie Kemp,CAR,0.440189,0,0,0
Harry Lemmey,CAR,0.0609139,0,0,0
Mitch McGovern,CAR,0.269515,0,0,0
Rob Monahan,CAR,0.0247104,0,0,0
Nic Newman,CAR,0.104013,0,0,0
Harry O'Farrell,CAR,0.239633,0,0,0
Hudson O'Keeffe,CAR,0.132746,0,0,0
Marc Pittonet,CAR,0.0793031,0,0,0
Jagga Smith,CAR,2.2044,0,0,0
Zac Williams,CAR,1.21368,0,0,0
Billy Wilson,CAR,0.333877,0,0,0
Lewis Young,CAR,0.168375,0,0,0
Joel Cochran,COL,0.16895,0,0,0
Mason Cox,COL,1.07461,0,0,0
Jordan De Goey,COL,0.266067,0,0,0
Charlie Dean,COL,0.0907962,0,0,0
Harry DeMattia,COL,0.187339,0,0,0
Jamie Elliott,COL,0.631551,0,0,0
Billy Frampton,COL,0.331004,0,0,0
Harvey Harrison,COL,0.0316063,0,0,0
William Hayes,COL,0.707981,0,0,0
Bobby Hill,COL,2.69343,0,0,0
Will Hoskin-Elliott,COL,0.291353,0,0,0
Jeremy Howe,COL,0.358588,0,0,0
Tew Jiath,COL,0.470646,0,0,0
Ash Johnson,COL,0.317787,0,0,0
Finlay Macrae,COL,0.382149,0,0,0
Oleg Markov,COL,0.378701,0,0,0
Brayden Maynard,COL,0.856243,0,0,0
Beau McCreery,COL,0.474094,0,0,0
Reef McInnes,COL,0.757976,0,0,0
Daniel McStay,COL,0.96313,0,0,0
Tim Membrey,COL,0.582705,0,0,0
Brody Mihocek,COL,0.316063,0,0,0
Tom Mitchell,COL,0.178719,0,0,0
Darcy Moore,COL,0.905089,0,0,0
Wil Parker,COL,0.422375,0,0,0
Scott Pendlebury,COL,0.467198,0,0,0
Isaac Quaynor,COL,2.69918,0,0,0
Jakob Ryan,COL,0.153434,0,0,0
Lachie Schultz,COL,0.245954,0,0,0
Steele Sidebottom,COL,0.364909,0,0,0
Iliro Smit,COL,0.0930949,0,0,0
Oscar Steene,COL,0.190787,0,0,0
Lachlan Sullivan,COL,0.277561,0,0,0
Nik Cox,ESS,0.275262,0,0,0
Alwyn Davey Jnr,ESS,0.223543,0,0,0
Xavier Duursma,ESS,0.246529,0,0,0
Kayle Gerreyn,ESS,0.182167,0,0,0
Todd Goldstein,ESS,0.389045,0,0,0
Matt Guelfi,ESS,0.055742,0,0,0
Lewis Hayes,ESS,0.124701,0,0,0
Zak Johnson,ESS,0.218945,0,0,0
Kyle Langford,ESS,0.597072,0,0,0
Jayden Laverde,ESS,0.114932,0,0,0
Luamon Lual,ESS,0.0793031,0,0,0
Andrew McGrath,ESS,0.795329,0,0,0
Ben McKay,ESS,0.506275,0,0,0
Jye Menzie,ESS,0.537882,0,0,0
Darcy Parish,ESS,0.187339,0,0,0
Archie Perkins,ESS,1.17058,0,0,0
Mason Redman,ESS,0.458579,0,0,0
Jordan Ridley,ESS,1.05393,0,0,0
Will Setterfield,ESS,0.358588,0,0,0
Rhys Unwin,ESS,0.144814,0,0,0
Vigo Visentini,ESS,0.0798777,0,0,0
Peter Wright,ESS,0.131022,0,0,0
James Aish,FRE,0.3379,0,0,0
Jye Amiss,FRE,0.744184,0,0,0
Bailey Banfield,FRE,0.103439,0,0,0
Will Brodie,FRE,0.447085,0,0,0
Jaren Carr,FRE,0.0672352,0,0,0
Heath Chapman,FRE,0.454556,0,0,0
Brennan Cox,FRE,0.200556,0,0,0
Sean Darcy,FRE,0.212049,0,0,0
Hugh Davies,FRE,0.419502,0,0,0
Jack Delean,FRE,0.0419502,0,0,0
Michael Frederick,FRE,0.430995,0,0,0
Nat Fyfe,FRE,0.222393,0,0,0
Matthew Johnson,FRE,0.143665,0,0,0
Odin Jones,FRE,0.0666605,0,0,0
Ollie Murphy,FRE,0.165502,0,0,0
Quinton Narkle,FRE,0.749931,0,0,0
Charlie Nicholls,FRE,0.057466,0,0,0
Jaeger O'Meara,FRE,0.368932,0,0,0
Alex Pearce,FRE,0.367782,0,0,0
Cooper Simpson,FRE,0.294226,0,0,0
Sam Sturt,FRE,0.0597646,0,0,0
Sam Switkowski,FRE,0.61661,0,0,0
Josh Treacy,FRE,0.851646,0,0,0
Patrick Voss,FRE,0.0764298,0,0,0
Brandon Walker,FRE,0.142516,0,0,0
Michael Walters,FRE,0.239633,0,0,0
Hayden Young,FRE,0.223543,0,0,0
Ben Ainsworth,GCS,0.208602,0,0,0
Charlie Ballard,GCS,0.247104,0,0,0
Thomas Berry,GCS,0.116656,0,0,0
Connor Budarick,GCS,0.0913709,0,0,0
Sam Clohesy,GCS,0.273538,0,0,0
Sam Collins,GCS,0.195384,0,0,0
Alex Davies,GCS,0.191936,0,0,0
Jy Farrar,GCS,0.0896469,0,0,0
Brayden Fiorini,GCS,0.0643619,0,0,0
Caleb Graham,GCS,0.173547,0,0,0
Will Graham,GCS,0.156307,0,0,0
Elliott Himmelberg,GCS,0.0494207,0,0,0
Nick Holman,GCS,1.3855,0,0,0
Joel Jeffrey,GCS,0.139642,0,0,0
Lloyd Johnston,GCS,0.0419502,0,0,0
Max Knobel,GCS,0.18504,0,0,0
Sean Lemmens,GCS,0.181018,0,0,0
Ben Long,GCS,0.102289,0,0,0
Ned Moyle,GCS,0.116081,0,0,0
Malcolm Rosas,GCS,0.0603393,0,0,0
Alex Sexton,GCS,0.10976,0,0,0
David Swallow,GCS,0.440764,0,0,0
Jed Walter,GCS,0.343072,0,0,0
Tom Atkins,GEE,0.192511,0,0,0
Jed Bews,GEE,0.42295,0,0,0
Jack Bowes,GEE,0.300547,0,0,0
Tanner Bruhn,GEE,0.204004,0,0,0
Jhye Clark,GEE,0.892447,0,0,0
Brad Close,GEE,0.341348,0,0,0
Toby Conway,GEE,0.228715,0,0,0
Patrick Dangerfield,GEE,0.535583,0,0,0
Mitch Duncan,GEE,0.190787,0,0,0
Cameron Guthrie,GEE,0.370081,0,0,0
Jack Henry,GEE,0.637872,0,0,0
Oliver Henry,GEE,1.06714,0,0,0
Lennox Hoffman,GEE,0.110909,0,0,0
Jake Kolodjashnij,GEE,0.125276,0,0,0
Shaun Mannagh,GEE,0.119529,0,0,0
Keighton Matofai-Forbes,GEE,0.0620633,0,0,0
Jacob Molier,GEE,0.123552,0,0,0
Oisin Mullin,GEE,0.657411,0,0,0
Mark O'Connor,GEE,0.52409,0,0,0
Jay Polkinghorne,GEE,0.11838,0,0,0
Rhys Stanley,GEE,0.674076,0,0,0
Tyson Stengle,GEE,1.31597,0,0,0
George Stevens,GEE,0.136194,0,0,0
Oliver Wiltshire,GEE,0.152285,0,0,0
Leek Aleer,GWS,0.232163,0,0,0
Ryan Angwin,GWS,0.054018,0,0,0
Toby Bedford,GWS,1.58549,0,0,0
Kieren Briggs,GWS,0.274687,0,0,0
Callum M. Brown,GWS,0.162629,0,0,0
Jack Buckley,GWS,0.179294,0,0,0
Aaron Cadman,GWS,0.715451,0,0,0
Stephen Coniglio,GWS,0.269515,0,0,0
Wade Derksen,GWS,0.0356289,0,0,0
Josh Fahey,GWS,0.0505701,0,0,0
Joe Fonti,GWS,0.104588,0,0,0
Phoenix Gothard,GWS,0.0994161,0,0,0
Harry Himmelberg,GWS,0.538456,0,0,0
Jesse Hogan,GWS,1.17231,0,0,0
Connor Idun,GWS,0.238484,0,0,0
Darcy Jones,GWS,0.519492,0,0,0
Nicholas Madden,GWS,0.16033,0,0,0
Toby McMullin,GWS,0.030457,0,0,0
Xavier O'Halloran,GWS,1.0476,0,0,0
Harrison Oliver,GWS,0.286755,0,0,0
Jake Riccardi,GWS,0.0465474,0,0,0
Harry Rowston,GWS,0.215497,0,0,0
Logan Smith,GWS,0.226416,0,0,0
Jake Stringer,GWS,0.360886,0,0,0
Harvey Thomas,GWS,0.0609139,0,0,0
Callan Ward,GWS,0.38847,0,0,0
Nathan Wardius,GWS,0.0339049,0,0,0
Jacob Wehr,GWS,0.19366,0,0,0
Tom Barrass,HAW,1.23207,0,0,0
Josh Battle,HAW,0.880379,0,0,0
James Blanck,HAW,0.0735565,0,0,0
Luke Breust,HAW,0.597646,0,0,0
Sam Butler,HAW,0.13447,0,0,0
Mabior Chol,HAW,0.520642,0,0,0
Massimo D'Ambrosio,HAW,2.57907,0,0,0
Calsher Dear,HAW,0.253425,0,0,0
Sam Frost,HAW,1.77455,0,0,0
Jack Ginnivan,HAW,1.95672,0,0,0
Jack Gunston,HAW,0.145964,0,0,0
Jarman Impey,HAW,0.313764,0,0,0
Changkuoth Jiath,HAW,0.258022,0,0,0
Mitch Lewis,HAW,0.236185,0,0,0
Bailey Macdonald,HAW,0.158606,0,0,0
