playerId,snapshot_season,snapshot_round,player_name,position,teamNickname,cba,cba_prop,cba_team,ki,ki_team,ki_po,ki_po_prop,ki_prop,rc,rc_team,rc_prop
CD_I1001681,2025,1,Jodie Hicks,DEF,Richmond,0,0,16,7,10,7,100,70,0,62,0
CD_I1001682,2025,1,Ebony Antonio,FWD,Freo,0,0,14,0,6,0,,0,0,61,0
CD_I1001686,2025,1,Emma King,RUC,Kangaroos,0,0,15,0,3,0,,0,0,62,0
CD_I1001688,2025,1,Pepa Randall,DEF,GIANTS,0,0,20,0,7,0,,0,0,54,0
CD_I1003018,2025,1,Jenna Bruton,MID,Kangaroos,0,0,15,0,3,0,,0,0,62,0
CD_I1003019,2025,1,Sabrina Frederick,RUC,Magpies,0,0,13,0,8,0,,0,31,68,45.5882352941176
CD_I1003020,2025,1,Brianna Davey,MID,Magpies,0,0,13,0,8,0,,0,0,68,0
CD_I1003022,2025,1,Maddy Collier,DEF,Swans,0,0,16,0,8,0,,0,0,61,0
CD_I1003023,2025,1,Tahlia Randall,FWD,Kangaroos,0,0,15,0,3,0,,0,1,62,1.61290322580645
CD_I1004415,2025,1,Jaimee Lambert,MID,St Kilda,9,81.8181818181818,11,0,7,0,,0,0,54,0
CD_I1005258,2025,1,Eloise Jones,FWD,Crows,0,0,11,0,5,0,,0,0,54,0
CD_I1005264,2025,1,Ashleigh Woodland,FWD,Power,5,35.7142857142857,14,0,4,0,,0,0,61,0
CD_I1005269,2025,1,Anne Hatchard,MID,Crows,8,72.7272727272727,11,0,5,0,,0,6,54,11.1111111111111
CD_I1005279,2025,1,Ebony Marinoff,MID,Crows,9,81.8181818181818,11,0,5,0,,0,1,54,1.85185185185185
CD_I1005285,2025,1,Sarah Allan,DEF,Crows,0,0,11,0,5,0,,0,0,54,0
CD_I1005361,2025,1,Daria Bannister,FWD,Bombers,0,0,20,0,10,0,,0,0,55,0
CD_I1005374,2025,1,Ellyse Gamble,FWD,Bombers,0,0,20,0,10,0,,0,0,55,0
CD_I1005386,2025,1,Stevie-Lee Thompson,MID,Crows,0,0,11,0,5,0,,0,0,54,0
CD_I1005437,2025,1,Laura Pugh,DEF,Freo,0,0,14,5,6,5,100,83.3333333333333,0,61,0
CD_I1005452,2025,1,Nicola Barr,MID,St Kilda,0,0,11,0,7,0,,0,0,54,0
CD_I1005453,2025,1,Rebecca Beeson,MID,GIANTS,17,85,20,0,7,0,,0,0,54,0
CD_I1005630,2025,1,Alexandra Anderson,MID,Lions,9,90,10,0,9,0,,0,0,57,0
CD_I1005659,2025,1,Arianna Clarke,FWD,St Kilda,4,36.3636363636364,11,0,7,0,,0,0,54,0
CD_I1005661,2025,1,Breanna Koenen,DEF,Lions,2,20,10,0,9,0,,0,0,57,0
CD_I1005663,2025,1,Erica Fowler,RUC,Cats,0,0,15,0,3,0,,0,0,61,0
CD_I1005863,2025,1,Lauren Pearce,RUC,Demons,7,50,14,0,7,0,,0,21,55,38.1818181818182
CD_I1005865,2025,1,Jessica Hosking,FWD,Eagles,0,0,11,0,8,0,,0,0,51,0
CD_I1005866,2025,1,Ainslie Kemp,DEF,Hawks,0,0,10,6,11,5,120,54.5454545454545,0,56,0
CD_I1005955,2025,1,Justine Mules-Robinson,FWD,Power,0,0,14,0,4,0,,0,0,61,0
CD_I1006666,2025,1,Sarah Hosking,FWD,Richmond,0,0,16,0,10,0,,0,0,62,0
CD_I1006996,2025,1,Lauren Brazzale,MID,Richmond,0,0,16,0,10,0,,0,0,62,0
CD_I1006997,2025,1,Stephanie Cain,MID,Bombers,9,45,20,0,10,0,,0,0,55,0
CD_I1007001,2025,1,Kate Darby,RUC,Cats,0,0,15,0,3,0,,0,0,61,0
CD_I1007006,2025,1,Jas Grierson,DEF,Swans,0,0,16,2,8,2,100,25,0,61,0
CD_I1007011,2025,1,Sarah Lampard,MID,Demons,0,0,14,5,7,5,100,71.4285714285714,0,55,0
CD_I1007017,2025,1,Tilly Lucas-Rodd,DEF,Hawks,0,0,10,5,11,4,125,45.4545454545455,0,56,0
CD_I1007023,2025,1,Breann Harrington,RUC,Blues,3,23.0769230769231,13,0,3,0,,0,36,68,52.9411764705882
CD_I1007025,2025,1,Natalie Plane,DEF,St Kilda,0,0,11,0,7,0,,0,0,54,0
CD_I1007026,2025,1,Gabriella Pound,DEF,Blues,0,0,13,0,3,0,,0,0,68,0
CD_I1007027,2025,1,Ruby Schleicher,MID,Magpies,11,84.6153846153846,13,0,8,0,,0,0,68,0
CD_I1007028,2025,1,Shelley Scott,FWD,Cats,0,0,15,0,3,0,,0,0,61,0
CD_I1007029,2025,1,Belinda Smith,DEF,Eagles,0,0,11,0,8,0,,0,0,51,0
CD_I1007030,2025,1,Jamie Stanton,FWD,SUNS,0,0,11,0,5,0,,0,0,52,0
CD_I1007130,2025,1,Shannon Campbell,DEF,Lions,0,0,10,5,9,1,500,55.5555555555556,0,57,0
CD_I1007138,2025,1,Kate Shierlaw,FWD,Kangaroos,0,0,15,0,3,0,,0,5,62,8.06451612903226
CD_I1007141,2025,1,Gemma Houghton,FWD,Power,0,0,14,0,4,0,,0,0,61,0
CD_I1007144,2025,1,Gabby O'Sullivan,FWD,Freo,0,0,14,1,6,1,100,16.6666666666667,0,61,0
CD_I1007151,2025,1,Aliesha Newman,MID,GIANTS,0,0,20,0,7,0,,0,0,54,0
CD_I1007152,2025,1,Harriet Cordner,DEF,Blues,0,0,13,0,3,0,,0,0,68,0
CD_I1007155,2025,1,Meghan McDonald,DEF,Cats,0,0,15,0,3,0,,0,0,61,0
CD_I1007157,2025,1,Libby Birch,DEF,Kangaroos,0,0,15,1,3,1,100,33.3333333333333,0,62,0
CD_I1007313,2025,1,Jess Allan,RUC,Crows,10,90.9090909090909,11,0,5,0,,0,33,54,61.1111111111111
CD_I1007327,2025,1,Montana McKinnon,RUC,Richmond,0,0,16,0,10,0,,0,0,62,0
CD_I1007342,2025,1,Chloe Scheer,FWD,Cats,0,0,15,0,3,0,,0,0,61,0
CD_I1007360,2025,1,Ebony O'Dea,DEF,Power,0,0,14,0,4,0,,0,0,61,0
CD_I1009764,2025,1,Eden Zanker,FWD,Demons,0,0,14,0,7,0,,0,7,55,12.7272727272727
CD_I1009765,2025,1,Sophie Van De Heuvel,DEF,Bombers,0,0,20,4,10,4,100,40,0,55,0
CD_I1009770,2025,1,Elise Barwick,MID,SUNS,0,0,11,0,5,0,,0,0,52,0
CD_I1009772,2025,1,Mia King,MID,Kangaroos,13,86.6666666666667,15,0,3,0,,0,0,62,0
CD_I1009794,2025,1,Danielle Ponter,FWD,Crows,5,45.4545454545455,11,0,5,0,,0,0,54,0
CD_I1009798,2025,1,Mattea Breed,MID,Magpies,0,0,13,0,8,0,,0,0,68,0
CD_I1009799,2025,1,Alyce Parker,MID,GIANTS,8,40,20,0,7,0,,0,0,54,0
CD_I1009801,2025,1,Haneen Zreika,FWD,GIANTS,0,0,20,0,7,0,,0,0,54,0
CD_I1009803,2025,1,Alexia Hamilton,RUC,Swans,0,0,16,0,8,0,,0,0,61,0
CD_I1009805,2025,1,Maggie Gorham,DEF,Bulldogs,0,0,14,0,8,0,,0,0,55,0
CD_I1009813,2025,1,Brenna Tarrant,DEF,Swans,0,0,16,0,8,0,,0,0,61,0
CD_I1009822,2025,1,Georgia Garnett,FWD,GIANTS,0,0,20,0,7,0,,0,0,54,0
CD_I1009824,2025,1,Lily Postlethwaite,DEF,Lions,0,0,10,0,9,0,,0,0,57,0
CD_I1009827,2025,1,Dion Heslop,DEF,Lions,0,0,10,0,9,0,,0,0,57,0
CD_I1009828,2025,1,Jade Ellenger,DEF,Lions,0,0,10,0,9,0,,0,0,57,0
CD_I1009829,2025,1,Zimmorlei Farquharson,FWD,Bulldogs,0,0,14,0,8,0,,0,0,55,0
CD_I1009831,2025,1,Tarni White,MID,Magpies,0,0,13,1,8,1,100,12.5,0,68,0
CD_I1009833,2025,1,Isabel Dawes,MID,Lions,8,80,10,0,9,0,,0,0,57,0
CD_I1009836,2025,1,Natalie Grider,DEF,Lions,0,0,10,0,9,0,,0,0,57,0
CD_I1009838,2025,1,Jesse Wardlaw,FWD,St Kilda,3,27.2727272727273,11,0,7,0,,0,15,54,27.7777777777778
CD_I1009843,2025,1,Ellie Hampson,FWD,Lions,3,30,10,0,9,0,,0,0,57,0
CD_I1009844,2025,1,Tahlia Hickie,RUC,Lions,4,40,10,0,9,0,,0,24,57,42.1052631578947
CD_I1009845,2025,1,Kalinda Howarth,FWD,Magpies,0,0,13,0,8,0,,0,0,68,0
CD_I1009847,2025,1,Sophie Conway,MID,Lions,3,30,10,0,9,0,,0,0,57,0
CD_I1009853,2025,1,Tyla Hanks,MID,Demons,11,78.5714285714286,14,0,7,0,,0,0,55,0
CD_I1009854,2025,1,Denby Taylor,DEF,Demons,0,0,14,0,7,0,,0,0,55,0
CD_I1009855,2025,1,Darcy Guttridge,FWD,St Kilda,0,0,11,0,7,0,,0,0,54,0
CD_I1009856,2025,1,Grace Egan,MID,Richmond,5,31.25,16,0,10,0,,0,0,62,0
CD_I1009857,2025,1,Georgia Clarke,DEF,Bombers,0,0,20,6,10,6,100,60,0,55,0
CD_I1009860,2025,1,Rebecca Webster,MID,Cats,0,0,15,0,3,0,,0,0,61,0
CD_I1009861,2025,1,Olivia Purcell,MID,Demons,11,78.5714285714286,14,0,7,0,,0,0,55,0
CD_I1009863,2025,1,Nina Morrison,MID,Cats,15,100,15,0,3,0,,0,0,61,0
CD_I1009865,2025,1,Lucy McEvoy,DEF,Swans,0,0,16,0,8,0,,0,0,61,0
CD_I1009866,2025,1,Rene Caris,RUC,St Kilda,0,0,11,0,7,0,,0,0,54,0
CD_I1009867,2025,1,Georgia Patrikios,MID,St Kilda,9,81.8181818181818,11,0,7,0,,0,0,54,0
CD_I1009868,2025,1,Maddy Brancatisano,MID,SUNS,10,90.9090909090909,11,0,5,0,,0,0,52,0
CD_I1009873,2025,1,Olivia Vesely,MID,St Kilda,0,0,11,0,7,0,,0,0,54,0
CD_I1009875,2025,1,Eleanor Brown,DEF,GIANTS,0,0,20,0,7,0,,0,0,54,0
CD_I1009880,2025,1,Charlotte Wilson,DEF,SUNS,0,0,11,0,5,0,,0,0,52,0
CD_I1009882,2025,1,Gabrielle Newton,MID,Freo,13,92.8571428571429,14,0,6,0,,0,0,61,0
CD_I1009885,2025,1,Madison Prespakis,MID,Bombers,17,85,20,0,10,0,,0,0,55,0
CD_I1009888,2025,1,Madeleine Guerin,MID,Blues,0,0,13,0,3,0,,0,0,68,0
CD_I1009906,2025,1,Mikayla Bowen,MID,Cats,0,0,15,0,3,0,,0,0,61,0
CD_I1009907,2025,1,Roxanne Roux,FWD,Eagles,0,0,11,0,8,0,,0,0,51,0
CD_I1009910,2025,1,Courtney Hodder,FWD,Lions,1,10,10,0,9,0,,0,0,57,0
CD_I1009962,2025,1,Poppy Boltz,DEF,Lions,0,0,10,0,9,0,,0,0,57,0
CD_I1009963,2025,1,Lauren Bella,RUC,SUNS,0,0,11,0,5,0,,0,0,52,0
CD_I1009976,2025,1,Maddison Gay,DEF,Bombers,0,0,20,0,10,0,,0,0,55,0
CD_I1009977,2025,1,Kerryn Peterson,DEF,Blues,0,0,13,0,3,0,,0,0,68,0
CD_I1009980,2025,1,Kate Hore,MID,Demons,4,28.5714285714286,14,0,7,0,,0,0,55,0
CD_I1010096,2025,1,Lauren Butler,FWD,Magpies,0,0,13,7,8,7,100,87.5,0,68,0
CD_I1010102,2025,1,Nell Morris-Dalton,FWD,Magpies,0,0,13,0,8,0,,0,0,68,0
CD_I1010103,2025,1,Isabella Grant,DEF,Bulldogs,0,0,14,0,8,0,,0,0,55,0
CD_I1010104,2025,1,Monique Conti,MID,Richmond,12,75,16,0,10,0,,0,0,62,0
CD_I1010236,2025,1,Gabrielle Colvin,DEF,Demons,0,0,14,0,7,0,,0,0,55,0
CD_I1010257,2025,1,Clara Fitzpatrick,DEF,SUNS,0,0,11,0,5,0,,0,0,52,0
CD_I1010263,2025,1,Chloe Molloy,FWD,Swans,5,31.25,16,0,8,0,,0,2,61,3.27868852459016
CD_I1010264,2025,1,Alexandra Morcom,DEF,Bombers,0,0,20,0,10,0,,0,0,55,0
CD_I1010265,2025,1,Ash Riddell,MID,Kangaroos,11,73.3333333333333,15,0,3,0,,0,0,62,0
CD_I1010279,2025,1,Elizabeth Keaney,MID,Bombers,0,0,20,0,10,0,,0,0,55,0
CD_I1010658,2025,1,Kristy Stratton,FWD,Hawks,0,0,10,0,11,0,,0,0,56,0
CD_I1010662,2025,1,Claudia Whitfort,MID,SUNS,0,0,11,0,5,0,,0,0,52,0
CD_I1010663,2025,1,Ashleigh Brazill,DEF,Freo,0,0,14,0,6,0,,0,0,61,0
CD_I1010677,2025,1,Kim Rennie,RUC,Kangaroos,13,86.6666666666667,15,0,3,0,,0,37,62,59.6774193548387
CD_I1010686,2025,1,Elle Bennetts,DEF,Bulldogs,0,0,14,0,8,0,,0,0,55,0
CD_I1010688,2025,1,Maddie Shevlin,MID,Richmond,0,0,16,0,10,0,,0,0,62,0
CD_I1010689,2025,1,Naomi Ferres,FWD,Bulldogs,0,0,14,0,8,0,,0,0,55,0
CD_I1010690,2025,1,Bonnie Toogood,FWD,Bombers,0,0,20,0,10,0,,0,2,55,3.63636363636364
CD_I1011057,2025,1,Teah Charlton,MID,Crows,3,27.2727272727273,11,0,5,0,,0,0,54,0
CD_I1011062,2025,1,Cheyenne Hammond,DEF,Power,0,0,14,0,4,0,,0,0,61,0
CD_I1011069,2025,1,Hannah Munyard,FWD,Crows,0,0,11,0,5,0,,0,0,54,0
CD_I1011078,2025,1,Abbie Ballard,FWD,Crows,0,0,11,0,5,0,,0,0,54,0
CD_I1011080,2025,1,Chelsea Biddell,DEF,Crows,0,0,11,5,5,5,100,100,0,54,0
CD_I1011091,2025,1,Rachelle Martin,MID,Crows,0,0,11,0,5,0,,0,0,54,0
CD_I1011095,2025,1,Madison Newman,MID,Crows,0,0,11,0,5,0,,0,0,54,0
CD_I1012234,2025,1,Mikayla Hyde,FWD,Magpies,0,0,13,0,8,0,,0,0,68,0
CD_I1012236,2025,1,Sarah Verrier,DEF,Freo,0,0,14,0,6,0,,0,0,61,0
CD_I1012241,2025,1,Abbey Dowrick,MID,Power,9,64.2857142857143,14,0,4,0,,0,1,61,1.63934426229508
CD_I1012242,2025,1,Emma O'Driscoll,DEF,Freo,0,0,14,0,6,0,,0,0,61,0
CD_I1012248,2025,1,Philipa Seth,FWD,Freo,0,0,14,0,6,0,,0,0,61,0
CD_I1012253,2025,1,Jasmin Stewart,FWD,Power,0,0,14,0,4,0,,0,0,61,0
CD_I1012259,2025,1,Jaide Britton,MID,Eagles,0,0,11,0,8,0,,0,0,51,0
CD_I1012549,2025,1,Chloe Dalton,DEF,GIANTS,0,0,20,0,7,0,,0,0,54,0
CD_I1012555,2025,1,Celine Moody,FWD,Blues,0,0,13,0,3,0,,0,0,68,0
CD_I1012558,2025,1,Brooke Walker,MID,Bombers,0,0,20,0,10,0,,0,0,55,0
CD_I1012560,2025,1,Chantel Emonson,DEF,Cats,0,0,15,0,3,0,,0,0,61,0
CD_I1012575,2025,1,Casey Sherriff,MID,Hawks,3,30,10,0,11,0,,0,0,56,0
CD_I1012580,2025,1,Sophie Alexander,FWD,Bombers,0,0,20,0,10,0,,0,2,55,3.63636363636364
CD_I1012581,2025,1,Gabrielle Biedenweg-Webster,FWD,Freo,0,0,14,0,6,0,,0,0,61,0
CD_I1012595,2025,1,Vaomua Laloifi,DEF,Bulldogs,0,0,14,0,8,0,,0,0,55,0
CD_I1012637,2025,1,Mikala Cann,MID,Magpies,4,30.7692307692308,13,0,8,0,,0,0,68,0
CD_I1012640,2025,1,Julia Crockett-Grills,MID,Cats,5,33.3333333333333,15,0,3,0,,0,0,61,0
CD_I1012661,2025,1,Lauren Ahrens,DEF,Bulldogs,0,0,14,2,8,1,200,25,0,55,0
CD_I1012662,2025,1,Airlie Runnalls,MID,Magpies,0,0,13,0,8,0,,0,0,68,0
CD_I1012668,2025,1,Caitlin Greiser,FWD,Richmond,3,18.75,16,0,10,0,,0,21,62,33.8709677419355
CD_I1012692,2025,1,Kate Dempsey,MID,Richmond,0,0,16,0,10,0,,0,0,62,0
CD_I1012694,2025,1,Alice Edmonds,RUC,Bulldogs,12,85.7142857142857,14,0,8,0,,0,49,55,89.0909090909091
CD_I1012700,2025,1,Beth Lynch,DEF,Richmond,0,0,16,0,10,0,,0,0,62,0
CD_I1012709,2025,1,Tara Bohanna,FWD,Blues,0,0,13,0,3,0,,0,2,68,2.94117647058824
CD_I1012712,2025,1,Alison Drennan,MID,Eagles,8,72.7272727272727,11,0,8,0,,0,0,51,0
CD_I1012713,2025,1,Shelley Heath,DEF,Demons,10,71.4285714285714,14,0,7,0,,0,0,55,0
CD_I1012716,2025,1,Selena Karlson,DEF,Magpies,0,0,13,0,8,0,,0,0,68,0
CD_I1012957,2025,1,Alice Mitchell,DEF,Swans,0,0,16,0,8,0,,0,0,61,0
CD_I1012987,2025,1,Serene Watson,DEF,St Kilda,0,0,11,7,7,4,175,100,0,54,0
CD_I1012989,2025,1,Taylor Smith,FWD,Lions,0,0,10,0,9,0,,0,6,57,10.5263157894737
CD_I1012994,2025,1,Bella R. Smith,FWD,Freo,0,0,14,0,6,0,,0,1,61,1.63934426229508
CD_I1013015,2025,1,Tamara Smith,DEF,Hawks,0,0,10,0,11,0,,0,0,56,0
CD_I1013017,2025,1,Molly McDonald,MID,St Kilda,0,0,11,0,7,0,,0,0,54,0
CD_I1013026,2025,1,Elisabeth Georgostathis,DEF,Bulldogs,0,0,14,0,8,0,,0,0,55,0
CD_I1013027,2025,1,Abbie McKay,MID,Blues,11,84.6153846153846,13,0,3,0,,0,0,68,0
CD_I1013028,2025,1,Katie Lynch,DEF,SUNS,0,0,11,0,5,0,,0,0,52,0
CD_I1013032,2025,1,Britney Gutknecht,DEF,Bulldogs,0,0,14,4,8,4,100,50,0,55,0
CD_I1013120,2025,1,Nicole Bresnehan,DEF,Kangaroos,0,0,15,0,3,0,,0,0,62,0
CD_I1013442,2025,1,Jasmine Ferguson,DEF,Kangaroos,0,0,15,0,3,0,,0,0,62,0
CD_I1013522,2025,1,Georgia Nanscawen,MID,Bombers,18,90,20,0,10,0,,0,0,55,0
CD_I1013706,2025,1,Sarah Rowe,MID,Magpies,0,0,13,0,8,0,,0,0,68,0
CD_I1013933,2025,1,Georgie Rankin,DEF,Cats,0,0,15,1,3,1,100,33.3333333333333,0,61,0
CD_I1013937,2025,1,Angelique Stannett,FWD,Freo,0,0,14,0,6,0,,0,0,61,0
CD_I1013943,2025,1,Tessa Boyd,DEF,Kangaroos,0,0,15,0,3,0,,0,0,62,0
CD_I1014034,2025,1,Aisling McCarthy,MID,Freo,11,78.5714285714286,14,0,6,0,,0,0,61,0
CD_I1014359,2025,1,Laura Gardiner,MID,Swans,14,87.5,16,0,8,0,,0,0,61,0
CD_I1014367,2025,1,Alyssa Bannan,FWD,Demons,0,0,14,0,7,0,,0,0,55,0
CD_I1014372,2025,1,Jessica Fitzgerald,MID,Bulldogs,12,85.7142857142857,14,2,8,2,100,25,0,55,0
CD_I1014373,2025,1,Ciara Fitzgerald,DEF,Blues,0,0,13,1,3,1,100,33.3333333333333,0,68,0
CD_I1014375,2025,1,Ellie McKenzie,MID,Richmond,13,81.25,16,0,10,0,,0,0,62,0
CD_I1014556,2025,1,Hannah Priest,DEF,St Kilda,0,0,11,0,7,0,,0,0,54,0
CD_I1014559,2025,1,Najwa Allen,DEF,Hawks,0,0,10,0,11,0,,0,0,56,0
CD_I1014599,2025,1,Caitlin Gould,FWD,Crows,1,9.09090909090909,11,0,5,0,,0,14,54,25.9259259259259
CD_I1014624,2025,1,Indy Tahau,FWD,Power,0,0,14,0,4,0,,0,0,61,0
CD_I1014628,2025,1,Taylah Levy,FWD,GIANTS,0,0,20,0,7,0,,0,0,54,0
CD_I1014662,2025,1,Kiera Mueller,DEF,Crows,0,0,11,0,5,0,,0,0,54,0
CD_I1014663,2025,1,Zoe Prowse,DEF,Crows,0,0,11,0,5,0,,0,0,54,0
CD_I1014781,2025,1,Emelia Yassir,FWD,Richmond,0,0,16,0,10,0,,0,0,62,0
CD_I1014785,2025,1,Zali Friswell,FWD,Cats,0,0,15,0,3,0,,0,0,61,0
CD_I1014793,2025,1,Tahlia Gillard,DEF,Demons,0,0,14,0,7,0,,0,0,55,0
CD_I1014810,2025,1,Georgie Prespakis,MID,Cats,14,93.3333333333333,15,0,3,0,,0,0,61,0
CD_I1014835,2025,1,Tyanna Smith,MID,St Kilda,9,81.8181818181818,11,0,7,0,,0,0,54,0
CD_I1014841,2025,1,Ashleigh Richards,FWD,St Kilda,0,0,11,0,7,0,,0,0,54,0
CD_I1014869,2025,1,Jenna Richardson,DEF,Hawks,0,0,10,0,11,0,,0,0,56,0
CD_I1014873,2025,1,Tarni Brown,FWD,Blues,0,0,13,0,3,0,,0,0,68,0
CD_I1014882,2025,1,Laura McClelland,FWD,Richmond,0,0,16,0,10,0,,0,0,62,0
CD_I1014904,2025,1,Megan Fitzsimon,MID,Demons,6,42.8571428571429,14,0,7,0,,0,0,55,0
CD_I1014917,2025,1,Lily-Rose Williamson,MID,Magpies,0,0,13,0,8,0,,0,0,68,0
CD_I1014962,2025,1,Ella Friend,DEF,St Kilda,0,0,11,0,7,0,,0,0,54,0
CD_I1014991,2025,1,Keeley Skepper,MID,Blues,0,0,13,0,3,0,,0,0,68,0
CD_I1015012,2025,1,Ally Morphett,RUC,Swans,14,87.5,16,0,8,0,,0,39,61,63.9344262295082
CD_I1015025,2025,1,Georgia Gall,FWD,Demons,0,0,14,0,7,0,,0,0,55,0
CD_I1015029,2025,1,Maeve Chaplin,DEF,Demons,0,0,14,0,7,0,,0,0,55,0
CD_I1015047,2025,1,Mimi Hill,MID,Blues,10,76.9230769230769,13,0,3,0,,0,0,68,0
